urls,problem_texts,constraints,input_texts,output_texts,tag
https://atcoder.jp/contests/agc010/tasks/agc010_b,"
Problem StatementThere are N boxes arranged in a circle. The i-th box contains A_i stones.
Determine whether it is possible to remove all the stones from the boxes by repeatedly performing the following operation:

Select one box. Let the box be the i-th box. Then, for each j from 1 through N, remove exactly j stones from the (i+j)-th box. Here, the (N+k)-th box is identified with the k-th box.

Note that the operation cannot be performed if there is a box that does not contain enough number of stones to be removed.
","
Constraints
1 ≦ N ≦ 10^5
1 ≦ A_i ≦ 10^9

","
InputThe input is given from Standard Input in the following format:
N
A_1 A_2 … A_N

","
OutputIf it is possible to remove all the stones from the boxes, print YES. Otherwise, print NO.
",Construct
https://atcoder.jp/contests/jsc2019-qual/tasks/jsc2019_qual_d,"
Problem Statement
AtCoder's head office consists of N rooms numbered 1 to N. For any two rooms, there is a direct passage connecting these rooms.
For security reasons, Takahashi the president asked you to set a level for every passage, which is a positive integer and must satisfy the following condition:

For each room i\ (1 \leq i \leq N), if we leave Room i, pass through some passages whose levels are all equal and get back to Room i, the number of times we pass through a passage is always even.

Your task is to set levels to the passages so that the highest level of a passage is minimized.
","
Constraints

N is an integer between 2 and 500 (inclusive).

","
Input
Input is given from Standard Input in the following format:
N

","
Output
Print one way to set levels to the passages so that the objective is achieved, as follows:
a_{1,2} a_{1,3} ... a_{1,N}
a_{2,3} ... a_{2,N}
.
.
.
a_{N-1,N}

Here a_{i,j} is the level of the passage connecting Room i and Room j.
If there are multiple solutions, any of them will be accepted.
",Construct
https://atcoder.jp/contests/agc050/tasks/agc050_a,"
Problem StatementHave you noticed this part of AtCoder website?

Here the numbers are carefully chosen so that we can jump from any page to any page in small number of steps, while each page doesn't contain too many links.
In this task you are asked to do a similar thing with only two links on each page!
Snuke made a website with N pages numbered 1 through N.
For each i (1 \leq i \leq N), choose two integers a_i and b_i (1 \leq a_i, b_i \leq N), and add two links on Page i: a link to Page a_i and a link to Page b_i.
The website must satisfy the following constraint:

You must be able to jump from any page to any other page by clicking at most 10 links.

Under the constraints of the problem, we can prove that this is always possible.
","
Constraints
1 \leq N \leq 1000

","
InputInput is given from Standard Input in the following format:
N

","
OutputPrint the answer in the following format:
a_1 \ b_1
:
a_N \ b_N

In case there are multiple possible answers, print any.
",Construct
https://atcoder.jp/contests/agc005/tasks/agc005_c,"
Problem StatementAoki loves numerical sequences and trees.
One day, Takahashi gave him an integer sequence of length N, a_1, a_2, ..., a_N, which made him want to construct a tree.
Aoki wants to construct a tree with N vertices numbered 1 through N, such that for each i = 1,2,...,N, the distance between vertex i and the farthest vertex from it is a_i, assuming that the length of each edge is 1.
Determine whether such a tree exists.
","
Constraints
2 ≦ N ≦ 100
1 ≦ a_i ≦ N-1

","
InputThe input is given from Standard Input in the following format:
N
a_1 a_2 ... a_N

","
OutputIf there exists a tree that satisfies the condition, print Possible. Otherwise, print Impossible.
",Construct
https://atcoder.jp/contests/hitachi2020/tasks/hitachi2020_c,"
Problem Statement
We have a tree with N vertices. The vertices are numbered 1 to N, and the i-th edge connects Vertex a_i and Vertex b_i.
Takahashi loves the number 3. He is seeking a permutation p_1, p_2, \ldots , p_N of integers from 1 to N satisfying the following condition:

For every pair of vertices (i, j), if the distance between Vertex i and Vertex j is 3, the sum or product of p_i and p_j is a multiple of 3.

Here the distance between Vertex i and Vertex j is the number of edges contained in the shortest path from Vertex i to Vertex j.
Help Takahashi by finding a permutation that satisfies the condition.
","
Constraints

2\leq N\leq 2\times 10^5
1\leq a_i, b_i \leq N
The given graph is a tree.

","
Input
Input is given from Standard Input in the following format:
N
a_1 b_1
a_2 b_2
\vdots
a_{N-1} b_{N-1}

","
Output
If no permutation satisfies the condition, print -1.
Otherwise, print a permutation satisfying the condition, with space in between.
If there are multiple solutions, you can print any of them.
",Construct
https://atcoder.jp/contests/agc016/tasks/agc016_c,"
Problem StatementYou are given four integers: H, W, h and w (1 ≤ h ≤ H, 1 ≤ w ≤ W).
Determine whether there exists a matrix such that all of the following conditions are held, and construct one such matrix if the answer is positive:

The matrix has H rows and W columns.
Each element of the matrix is an integer between -10^9 and 10^9 (inclusive).
The sum of all the elements of the matrix is positive.
The sum of all the elements within every subrectangle with h rows and w columns in the matrix is negative.

","
Constraints
1 ≤ h ≤ H ≤ 500
1 ≤ w ≤ W ≤ 500

","
InputInput is given from Standard Input in the following format:
H W h w

","
OutputIf there does not exist a matrix that satisfies all of the conditions, print No.
Otherwise, print Yes in the first line, and print a matrix in the subsequent lines in the following format:
a_{11} ... a_{1W}
:
a_{H1} ... a_{HW}

Here, a_{ij} represents the (i,\ j) element of the matrix.
",Construct
https://atcoder.jp/contests/arc111/tasks/arc111_d,"
Problem StatementGiven is a simple undirected graph with N vertices and M edges. The vertices are numbered 1, \cdots, N, and the i-th edge connects Vertices a_i and b_i.
Also given is a sequence of positive integers: c_1, c_2, \cdots, c_N.
Convert this graph into a directed graph that satisfies the condition below, that is, for each i, delete the undirected edge (a_i, b_i) and add one of the two direted edges a_i \to b_i and b_i \to a_i.

For every i = 1, 2, \cdots, N, there are exactly c_i vertices reachable from Vertex i (by traversing some number of directed edges), including Vertex i itself.

In this problem, it is guaranteed that the given input always has a solution.
","
Constraints
1 \leq N \leq 100
0 \leq M \leq \frac{N(N - 1)}{2}
1 \leq a_i, b_i \leq N
The given graph has no self-loops and no multi-edges.
1 \leq c_i \leq N
There always exists a valid solution.

","
InputInput is given from Standard Input in the following format:
N M
a_1 b_1
:
a_M b_M
c_1 c_2 ... c_N

","
OutputPrint M lines.
To add the edge a_i \to b_i for the i-th edge, print -> in the i-th line; to add the edge b_i \to a_i for the i-th edge, print <-.
If there are multiple solutions, any of them will be accepted.
",Construct
https://atcoder.jp/contests/tenka1-2014-qualb/tasks/tenka1_2014_qualB_c,,,,,Construct
https://atcoder.jp/contests/abc140/tasks/abc140_f,"
Problem StatementWe have one slime.
You can set the health of this slime to any integer value of your choice.
A slime reproduces every second by spawning another slime that has strictly less health. You can freely choose the health of each new slime. The first reproduction of our slime will happen in one second.
Determine if it is possible to set the healths of our first slime and the subsequent slimes spawn so that the multiset of the healths of the 2^N slimes that will exist in N seconds equals a multiset S.
Here S is a multiset containing 2^N (possibly duplicated) integers: S_1,~S_2,~...,~S_{2^N}.
","
Constraints
All values in input are integers.
1 \leq N \leq 18
1 \leq S_i \leq 10^9

","
InputInput is given from Standard Input in the following format:
N
S_1 S_2 ... S_{2^N}

","
OutputIf it is possible to set the healths of the first slime and the subsequent slimes spawn so that the multiset of the healths of the 2^N slimes that will exist in N seconds equals S, print Yes; otherwise, print No.
",Construct
https://atcoder.jp/contests/keyence2021/tasks/keyence2021_d,"
Problem StatementLet N be a positive integer.
Consider a competition where two teams, each with 2^{N-1} players, play against each other.
We have 2^N players numbered 1 through 2^N.
Coach Snuke can do the following operation any number of times: separate the players into two teams A and B, each with 2^{N-1} players, and make them play against each other.
He wants to do this operation one or more times so that both of the following conditions are satisfied:

there exists an integer n such that, for every (i, j) such that 1 \leq i < j \leq 2^N, Player i and Player j have belonged to the same team exactly n times.
there exists an integer m such that, for every (i, j) such that 1 \leq i < j \leq 2^N, Player i and Player j have belonged to different teams exactly m times.

We can prove that there exist sequences of operations that achieve Snuke's objective. Among those sequences, present one sequence with the minimum possible number of operations.
","
Constraints
All values in input are integers.
1 \leq N \leq 8

","
InputInput is given from Standard Input in the following format:
N

","
OutputPrint a sequence of operations in the format below:
K
s_1
s_2
\vdots
s_K

Here, K represents the length of the sequence, and s_i represents the division into teams in the i-th operation.
s_i should be a string of length 2^N consisting of A and B. In the i-th operation, if Player j belongs to Team A, the {j}-th character of s_{i} should be A; if Player j belongs to Team B, the {j}-th character of s_{i} should be B. Note that A and B each must occur exactly 2^{N-1} times in each s_i.
Your output will be accepted when K is the minimum possible length of a sequence of operations that achieves the objective, and the sequence actually achieves the objective.
",Construct
https://atcoder.jp/contests/agc008/tasks/agc008_d,"
Problem StatementYou are given an integer sequence x of length N.
Determine if there exists an integer sequence a that satisfies all of the following conditions, and if it exists, construct an instance of a.

a is N^2 in length, containing N copies of each of the integers 1, 2, ..., N.
For each 1 ≤ i ≤ N, the i-th occurrence of the integer i from the left in a is the x_i-th element of a from the left.

","
Constraints
1 ≤ N ≤ 500
1 ≤ x_i ≤ N^2
All x_i are distinct.

","
InputThe input is given from Standard Input in the following format:
N
x_1 x_2 ... x_N

","
OutputIf there does not exist an integer sequence a that satisfies all the conditions, print No.
If there does exist such an sequence a, print Yes in the first line, then print an instance of a in the second line, with spaces inbetween.
",Construct
https://atcoder.jp/contests/arc063/tasks/arc063_c,"
Problem StatementWe have a tree with N vertices. The vertices are numbered 1, 2, ..., N. The i-th (1 ≦ i ≦ N - 1) edge connects the two vertices A_i and B_i.
Takahashi wrote integers into K of the vertices. Specifically, for each 1 ≦ j ≦ K, he wrote the integer P_j into vertex V_j. The remaining vertices are left empty. After that, he got tired and fell asleep.
Then, Aoki appeared. He is trying to surprise Takahashi by writing integers into all empty vertices so that the following condition is satisfied:

Condition: For any two vertices directly connected by an edge, the integers written into these vertices differ by exactly 1.

Determine if it is possible to write integers into all empty vertices so that the condition is satisfied. If the answer is positive, find one specific way to satisfy the condition.
","
Constraints
1 ≦ N ≦ 10^5
1 ≦ K ≦ N
1 ≦ A_i, B_i ≦ N (1 ≦ i ≦ N - 1)
1 ≦ V_j ≦ N (1 ≦ j ≦ K) (21:18, a mistake in this constraint was corrected)
0 ≦ P_j ≦ 10^5 (1 ≦ j ≦ K)
The given graph is a tree.
All v_j are distinct.

","
InputThe input is given from Standard Input in the following format:
N
A_1 B_1
A_2 B_2
:
A_{N-1} B_{N-1}
K
V_1 P_1
V_2 P_2
:
V_K P_K

","
OutputIf it is possible to write integers into all empty vertices so that the condition is satisfied, print Yes. Otherwise, print No.
If it is possible to satisfy the condition, print N lines in addition. The v-th (1 ≦ v ≦ N) of these N lines should contain the integer that should be written into vertex v. If there are multiple ways to satisfy the condition, any of those is accepted.
",Construct
https://atcoder.jp/contests/agc031/tasks/agc031_c,"
Problem StatementYou are given integers N,\ A and B.
Determine if there exists a permutation (P_0,\ P_1,\ ...\ P_{2^N-1}) of (0,\ 1,\ ...\ 2^N-1) that satisfies all of the following conditions, and create one such permutation if it exists.

P_0=A
P_{2^N-1}=B
For all 0 \leq i < 2^N-1, the binary representations of P_i and P_{i+1} differ by exactly one bit.

","
Constraints
1 \leq N \leq 17
0 \leq A \leq 2^N-1
0 \leq B \leq 2^N-1
A \neq B
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N A B

","
OutputIf there is no permutation that satisfies the conditions, print NO.
If there is such a permutation, print YES in the first line.
Then, print (P_0,\ P_1,\ ...\ P_{2^N-1}) in the second line, with spaces in between.
If there are multiple solutions, any of them is accepted.
",Construct
https://atcoder.jp/contests/tenka1-2013-qualb/tasks/tenka1_2013_qualB_e,,,,,Construct
https://atcoder.jp/contests/agc041/tasks/agc041_c,"
Problem StatementLet us consider a grid of squares with N rows and N columns. You want to put some domino pieces on this grid.
Each domino piece covers two squares that have a common side. Each square can be covered by at most one piece.
For each row of the grid, let's define its quality as the number of domino pieces that cover at least one square in this row.
We define the quality of each column similarly.
Find a way to put at least one domino piece on the grid so that the quality of every row is equal to the quality of every column,
or determine that such a placement doesn't exist.
","
Constraints
2 \le N \le 1000

","
InputInput is given from Standard Input in the following format:
N

","
OutputIf the required domino placement doesn't exist, print a single integer -1.
Otherwise, output your placement as N strings of N characters each.
If a square is not covered, the corresponding character must be . (a dot).
Otherwise, it must contain a lowercase English letter.
Squares covered by the same domino piece must contain the same letter.
If two squares have a common side but belong to different pieces, they must contain different letters.
",Construct
https://atcoder.jp/contests/nikkei2019-2-qual/tasks/nikkei2019_2_qual_e,"
Problem StatementGiven are positive integers N and K.
Determine if the 3N integers K, K+1, ..., K+3N-1 can be partitioned into N triples (a_1,b_1,c_1), ..., (a_N,b_N,c_N) so that the condition below is satisfied. Any of the integers K, K+1, ..., K+3N-1 must appear in exactly one of those triples.

For every integer i from 1 to N, a_i + b_i \leq c_i holds.

If the answer is yes, construct one such partition.
","
Constraints
1 \leq N \leq 10^5
1 \leq K \leq 10^9

","
InputInput is given from Standard Input in the following format:
N K

","
OutputIf it is impossible to partition the integers satisfying the condition, print -1. If it is possible, print N triples in the following format:
a_1 b_1 c_1
:
a_N b_N c_N

",Construct
https://atcoder.jp/contests/agc035/tasks/agc035_c,"
Problem StatementYou are given an integer N. Determine if there exists a tree with 2N vertices numbered 1 to 2N satisfying the following condition, and show one such tree if the answer is yes.

Assume that, for each integer i between 1 and N (inclusive), Vertex i and N+i have the weight i. Then, for each integer i between 1 and N, the bitwise XOR of the weights of the vertices on the path between Vertex i and N+i (including themselves) is i.

","
Constraints
N is an integer.
1 \leq N \leq 10^{5}

","
InputInput is given from Standard Input in the following format:
N

","
OutputIf there exists a tree satisfying the condition in the statement, print Yes; otherwise, print No.
Then, if such a tree exists, print the 2N-1 edges of such a tree in the subsequent 2N-1 lines, in the following format:
a_{1} b_{1}
\vdots
a_{2N-1} b_{2N-1}

Here each pair (a_i, b_i) means that there is an edge connecting Vertex a_i and b_i. The edges may be printed in any order.
",Construct
https://atcoder.jp/contests/arc044/tasks/arc044_d,,,,,Construct
https://atcoder.jp/contests/keyence2020/tasks/keyence2020_e,"
Problem StatementWe have a connected undirected graph with N vertices and M edges.
Edge i in this graph (1 \leq i \leq M) connects Vertex U_i and Vertex V_i bidirectionally.
We are additionally given N integers D_1, D_2, ..., D_N.
Determine whether the conditions below can be satisfied by assigning a color - white or black - to each vertex and an integer weight between 1 and 10^9 (inclusive) to each edge in this graph.
If the answer is yes, find one such assignment of colors and integers, too.

There is at least one vertex assigned white and at least one vertex assigned black.
For each vertex v (1 \leq v \leq N), the following holds.
The minimum cost to travel from Vertex v to a vertex whose color assigned is different from that of Vertex v by traversing the edges is equal to D_v.



Here, the cost of traversing the edges is the sum of the weights of the edges traversed.
","
Constraints
2 \leq N \leq 100,000
1 \leq M \leq 200,000
1 \leq D_i \leq 10^9
1 \leq U_i, V_i \leq N
The given graph is connected and has no self-loops or multiple edges.
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N M
D_1 D_2 ... D_N
U_1 V_1
U_2 V_2
\vdots
U_M V_M

","
OutputIf there is no assignment satisfying the conditions, print a single line containing -1.
If such an assignment exists, print one such assignment in the following format:
S
C_1
C_2
\vdots
C_M

Here,

the first line should contain the string S of length N. Its i-th character (1 \leq i \leq N) should be W if Vertex i is assigned white and B if it is assigned black.
The (i + 1)-th line (1 \leq i \leq M) should contain the integer weight C_i assigned to Edge i.

",Construct
https://atcoder.jp/contests/agc004/tasks/agc004_c,"
Problem StatementSnuke and Ciel went to a strange stationery store. Each of them got a transparent graph paper with H rows and W columns.
Snuke painted some of the cells red in his paper. Here, the cells painted red were 4-connected, that is, it was possible to traverse from any red cell to any other red cell, by moving to vertically or horizontally adjacent red cells only.
Ciel painted some of the cells blue in her paper. Here, the cells painted blue were 4-connected.
Afterwards, they precisely overlaid the two sheets in the same direction. Then, the intersection of the red cells and the blue cells appeared purple.
You are given a matrix of letters a_{ij} (1≤i≤H, 1≤j≤W) that describes the positions of the purple cells. If the cell at the i-th row and j-th column is purple, then a_{ij} is #, otherwise a_{ij} is .. Here, it is guaranteed that no outermost cell is purple. That is, if i=1, H or j = 1, W, then a_{ij} is ..
Find a pair of the set of the positions of the red cells and the blue cells that is consistent with the situation described. It can be shown that a solution always exists.
","
Constraints
3≤H,W≤500
a_{ij} is # or ..
If i=1,H or j=1,W, then a_{ij} is ..
At least one of a_{ij} is #.

","
InputThe input is given from Standard Input in the following format:
H W
a_{11}...a_{1W}
:
a_{H1}...a_{HW}

","
OutputPrint a pair of the set of the positions of the red cells and the blue cells that is consistent with the situation, as follows:

The first H lines should describe the positions of the red cells.
The following 1 line should be empty.
The following H lines should describe the positions of the blue cells.

The description of the positions of the red or blue cells should follow the format of the description of the positions of the purple cells.
",Construct
https://atcoder.jp/contests/code-festival-2017-quala/tasks/code_festival_2017_quala_d,"
Problem StatementWe have a grid with H rows and W columns of squares.
We will represent the square at the i-th row from the top and j-th column from the left as (i,\ j).
Also, we will define the distance between the squares (i_1,\ j_1) and (i_2,\ j_2) as |i_1 - i_2| + |j_1 - j_2|.
Snuke is painting each square in red, yellow, green or blue.
Here, for a given positive integer d, he wants to satisfy the following condition:

No two squares with distance exactly d have the same color.

Find a way to paint the squares satisfying the condition.
It can be shown that a solution always exists.
","
Constraints
2 ≤ H, W ≤ 500
1 ≤ d ≤ H + W - 2

","
InputInput is given from Standard Input in the following format:
H W d

","
OutputPrint a way to paint the squares satisfying the condition, in the following format. If the square (i,\ j) is painted in red, yellow, green or blue, c_{ij} should be R, Y, G or B, respectively.
c_{11}c_{12}...c_{1W}
:
c_{H1}c_{H2}...c_{HW}

",Construct
https://atcoder.jp/contests/arc024/tasks/arc024_4,,,,,Construct
https://atcoder.jp/contests/code-formula-2014-final/tasks/code_formula_2014_final_g,,,,,Construct
https://atcoder.jp/contests/cf17-final/tasks/cf17_final_f,"
Problem StatementSelect any integer N between 1000 and 2000 (inclusive), and any integer K not less than 1, then solve the problem below.
Problem
We have N sheets of paper.
Write K integers on each of them to satisfy the following conditions:

Each integer written must be between 1 and N (inclusive).
The K integers written on the same sheet must be all different.
Each of the integers between 1 and N must be written on exactly K sheets.
For any two sheet, there is exactly one integer that appears on both.

","
InputThere is no input in this problem.
","
OutputIn the first line, print N and K separated by a space.
In the subsequent N lines, print your solution.
The i-th of these lines must contain the K integers written on the i-th sheet, with spaces in between.
","
Sample Output3 2
1 2
2 3
3 1

This is an example of a solution for N = 3 and K = 2.
Note that this output will be judged as incorrect, since the constraint on N is not satisfied.",Construct
https://atcoder.jp/contests/abc135/tasks/abc135_e,,,,,Construct
https://atcoder.jp/contests/abc111/tasks/arc103_b,"
Problem StatementSnuke is introducing a robot arm with the following properties to his factory:

The robot arm consists of m sections and m+1 joints. The sections are numbered 1, 2, ..., m, and the joints are numbered 0, 1, ..., m. Section i connects Joint i-1 and Joint i. The length of Section i is d_i.
For each section, its mode can be specified individually. There are four modes: L, R, D and U. The mode of a section decides the direction of that section. If we consider the factory as a coordinate plane, the position of Joint i will be determined as follows (we denote its coordinates as (x_i, y_i)):
(x_0, y_0) = (0, 0).
If the mode of Section i is L, (x_{i}, y_{i}) = (x_{i-1} - d_{i}, y_{i-1}).
If the mode of Section i is R, (x_{i}, y_{i}) = (x_{i-1} + d_{i}, y_{i-1}).
If the mode of Section i is D, (x_{i}, y_{i}) = (x_{i-1}, y_{i-1} - d_{i}).
If the mode of Section i is U, (x_{i}, y_{i}) = (x_{i-1}, y_{i-1} + d_{i}).



Snuke would like to introduce a robot arm so that the position of Joint m can be matched with all of the N points (X_1, Y_1), (X_2, Y_2), ..., (X_N, Y_N) by properly specifying the modes of the sections.
Is this possible?
If so, find such a robot arm and how to bring Joint m to each point (X_j, Y_j).
","
Constraints
All values in input are integers.
1 \leq N \leq 1000
-10^9 \leq X_i \leq 10^9
-10^9 \leq Y_i \leq 10^9

","
Partial Score
In the test cases worth 300 points, -10 \leq X_i \leq 10 and -10 \leq Y_i \leq 10 hold.

","
InputInput is given from Standard Input in the following format:
N
X_1 Y_1
X_2 Y_2
:
X_N Y_N

",Construct
https://atcoder.jp/contests/abc164/tasks/abc164_f,"
Problem StatementGiven are an integer N and arrays S, T, U, and V, each of length N.
Construct an N×N matrix a that satisfy the following conditions:

a_{i,j} is an integer.
0 \leq a_{i,j}  \lt 2^{64}.
If S_{i} = 0, the bitwise AND of the elements in the i-th row is U_{i}.
If S_{i} = 1, the bitwise OR of the elements in the i-th row is U_{i}.
If T_{i} = 0, the bitwise AND of the elements in the i-th column is V_{i}.
If T_{i} = 1, the bitwise OR of the elements in the i-th column is V_{i}.

However, there may be cases where no matrix satisfies the conditions.
","
Constraints
All values in input are integers.
 1 \leq N \leq 500 
 0 \leq S_{i} \leq 1 
 0 \leq T_{i} \leq 1  
 0 \leq U_{i} \lt 2^{64}  
 0 \leq V_{i} \lt 2^{64}  

","
InputInput is given from Standard Input in the following format:
N
S_{1} S_{2} ...  S_{N}
T_{1} T_{2} ...  T_{N}
U_{1} U_{2} ...  U_{N}
V_{1} V_{2} ...  V_{N}

","
OutputIf there exists a matrix that satisfies the conditions, print one such matrix in the following format:
a_{1,1} ...  a_{1,N}
:
a_{N,1} ...  a_{N,N}

Note that any matrix satisfying the conditions is accepted.
If no matrix satisfies the conditions, print -1.
",Construct
https://atcoder.jp/contests/arc110/tasks/arc110_f,"
Problem StatementWe have a permutation P = P_0, P_1, \ldots, P_{N - 1} of 0, 1, \ldots, N - 1.
You can do the following operation on P at most 2 \times 10^5 times:

Announce an integer i ~ (0 \leq i \leq N - 1). Swap P_i and P_{(i + P_i) \textrm{ mod } N}.

Your task is to sort P in ascending order with this operation.
If it is impossible, print -1 instead.
","
Constraints
All values in input are integers.
2 \leq N \leq 100
P is a permutation of 0, 1, \ldots, N - 1.

","
InputInput is given from Standard Input in the following format:
N
P_0 P_1 \ldots P_{N - 1}

","
OutputIf it is impossible to sort P in ascending order with at most 2 \times 10^5 operations, print -1.
Otherwise, print K + 1 lines to represent a sequence of operations that sorts P in ascending order, where K is the number of operations done, as follows:

The first line should contain the integer K;
the (1 + i)-the line (1 \leq i \leq K) should contain the integer j ~ (0 \leq j \leq N - 1) announced in the i-th operation.

You do not have to minimize the number of operations done.
If there are multiple such sequences of at most 2 \times 10^5 operations, any of them will be accepted.
",Construct
https://atcoder.jp/contests/arc019/tasks/arc019_4,,,,,Construct
https://atcoder.jp/contests/agc012/tasks/agc012_c,"
Problem StatementWe will call a string x good if it satisfies the following condition:

Condition: x can be represented as a concatenation of two copies of another string y of length at least 1.

For example, aa and bubobubo are good; an empty string, a, abcabcabc and abba are not good.
Eagle and Owl created a puzzle on good strings.
Find one string s that satisfies the following conditions. It can be proved that such a string always exists under the constraints in this problem.

1 ≤ |s| ≤ 200
Each character of s is one of the 100 characters represented by the integers 1 through 100.
Among the 2^{|s|} subsequences of s, exactly N are good strings.

","
Constraints
1 ≤ N ≤ 10^{12}

","
InputInput is given from Standard Input in the following format:
N

","
OutputIn the first line, print |s|, the length of s.
In the second line, print the elements in s in order, with spaces in between. Any string that satisfies the above conditions will be accepted.
",Construct
https://atcoder.jp/contests/hitachi2020/tasks/hitachi2020_e,"
Problem Statement
We have a grid with (2^N - 1) rows and (2^M-1) columns.
You are asked to write 0 or 1 in each of these squares.
Let a_{i,j} be the number written in the square at the i-th row from the top and the j-th column from the left.
For a quadruple of integers (i_1, i_2, j_1, j_2) such that 1\leq i_1 \leq i_2\leq 2^N-1, 1\leq j_1 \leq j_2\leq 2^M-1, let
S(i_1, i_2, j_1, j_2) = \displaystyle \sum_{r=i_1}^{i_2}\sum_{c=j_1}^{j_2}a_{r,c}.
Then, let the oddness of the grid be the number of quadruples (i_1, i_2, j_1, j_2) such that S(i_1, i_2, j_1, j_2) is odd.
Find a way to fill in the grid that maximizes its oddness.
","
Constraints

N and M are integers between 1 and 10 (inclusive).

","
Input
Input is given from Standard Input in the following format:
N M

","
Output
Print numbers to write in the grid so that its oddness is maximized, in the following format:
a_{1,1}a_{1,2}\cdots a_{1,2^M-1}
a_{2,1}a_{2,2}\cdots a_{2,2^M-1}
\vdots
a_{2^N-1,1}a_{2^N-1,2}\cdots a_{2^N-1,2^M-1}

If there are multiple solutions, you can print any of them.
",Construct
https://atcoder.jp/contests/arc089/tasks/arc089_c,"
Problem StatementAtCoDeer the deer wants a directed graph that satisfies the following conditions:

The number of vertices, N, is at most 300.
There must not be self-loops or multiple edges.
The vertices are numbered from 1 through N.
Each edge has either an integer weight between 0 and 100 (inclusive), or a label X or Y.
For every pair of two integers (x,y) such that 1 ≤ x ≤ A, 1 ≤ y ≤ B,
    the shortest distance from Vertex S to Vertex T in the graph where the edges labeled X have the weight x and the edges labeled Y have the weight y, is d_{x,y}.

Construct such a graph (and a pair of S and T) for him, or report that it does not exist.
Refer to Output section for output format.
","
Constraints
1 ≤ A,B ≤ 10
1 ≤ d_{x,y} ≤ 100 (1 ≤ x ≤ A, 1 ≤ y ≤ B)
All input values are integers.

","
InputInput is given from Standard Input in the following format:
A B
d_{1,1} d_{1,2} .. d_{1,B}
d_{2,1} d_{2,2} .. d_{2,B}
:
d_{A,1} d_{A,2} .. d_{A,B}

","
OutputIf no graph satisfies the condition, print Impossible.
If there exists a graph that satisfies the condition, print Possible in the first line.
Then, in the subsequent lines, print the constructed graph in the following format:
N M
u_1 v_1 c_1
u_2 v_2 c_2
:
u_M v_M c_M
S T

Here, M is the number of the edges, and u_i, v_i, c_i represent edges as follows: there is an edge from Vertex u_i to Vertex v_i whose weight or label is c_i.
Also refer to Sample Outputs.
",Construct
https://atcoder.jp/contests/arc103/tasks/arc103_d,"
Problem StatementYou are given a sequence D_1, D_2, ..., D_N of length N.
The values of D_i are all distinct.
Does a tree with N vertices that satisfies the following conditions exist?

The vertices are numbered 1,2,..., N.
The edges are numbered 1,2,..., N-1, and Edge i connects Vertex u_i and v_i.
For each vertex i, the sum of the distances from i to the other vertices is D_i, assuming that the length of each edge is 1.

If such a tree exists, construct one such tree.
","
Constraints
2 \leq N \leq 100000
1 \leq D_i \leq 10^{12}
D_i are all distinct.

","
InputInput is given from Standard Input in the following format:
N
D_1
D_2
:
D_N

","
OutputIf a tree with n vertices that satisfies the conditions does not exist, print -1.
If a tree with n vertices that satisfies the conditions exist, print n-1 lines.
The i-th line should contain u_i and v_i with a space in between.
If there are multiple trees that satisfy the conditions, any such tree will be accepted.
",Construct
https://atcoder.jp/contests/agc025/tasks/agc025_d,"
Problem StatementTakahashi is doing a research on sets of points in a plane.
Takahashi thinks a set S of points in a coordinate plane is a good set when S satisfies both of the following conditions:

The distance between any two points in S is not \sqrt{D_1}.
The distance between any two points in S is not \sqrt{D_2}.

Here, D_1 and D_2 are positive integer constants that Takahashi specified.
Let X be a set of points (i,j) on a coordinate plane where i and j are integers and satisfy 0 ≤ i,j < 2N.
Takahashi has proved that, for any choice of D_1 and D_2, there exists a way to choose N^2 points from X so that the chosen points form a good set.
However, he does not know the specific way to choose such points to form a good set.
Find a subset of X whose size is N^2 that forms a good set.
","
Constraints
1 ≤ N ≤ 300
1 ≤ D_1 ≤ 2×10^5
1 ≤ D_2 ≤ 2×10^5
All values in the input are integers.

","
InputInput is given from Standard Input in the following format:
N D_1 D_2

","
OutputPrint N^2 distinct points that satisfy the condition in the following format:
x_1 y_1
x_2 y_2
:
x_{N^2} y_{N^2}

Here, (x_i,y_i) represents the i-th chosen point.
0 ≤ x_i,y_i < 2N must hold, and they must be integers.
The chosen points may be printed in any order.
In case there are multiple possible solutions, you can output any.
",Construct
